variable,label,type,value_labels,n_value_labels,universe,n_EICV1,n_EICV2,n_EICV3,n_EICV4_CS,n_EICV5_CS,n_EICV7_CS,source,versions,label_variants,value_label_conflicts
s9d5q1,household who ever applied for financial service loan,int8,"1=Yes, 2=No",2,"household (cash transfers, VUP, other income)",0,0,0,0,0,333,EICV7_CS: module s9d5_financial_services,,,
s9d5q2m,When joined financial Component / Month,int8,"1=January, 2=February, 3=March, 4=April, 5=May …",12,"household (cash transfers, VUP, other income)",0,0,0,0,0,333,EICV7_CS: module s9d5_financial_services,,,
s9d5q2y,When joined financial Component / Year,int16,,0,"household (cash transfers, VUP, other income)",0,0,0,0,0,333,EICV7_CS: module s9d5_financial_services,,,
s9d5q2,Approved financial services loan,int8,"1=Yes, 2=No, 3=Still waiting",3,"household (cash transfers, VUP, other income)",0,0,0,0,0,333,EICV7_CS: module s9d5_financial_services,,,
s9d5q3,Whether the total amount was received as requested,int8,"1=Yes, 2=No",2,"household (cash transfers, VUP, other income)",0,0,0,0,0,325,EICV7_CS: module s9d5_financial_services,,,
s9d5q4,the total amount of the loan received,int32,,0,"household (cash transfers, VUP, other income)",0,0,0,0,0,315,EICV7_CS: module s9d5_financial_services,,,
s9d5q5,type of financial services loan,int8,"1=Individual, 2=Cooperative, 3=Group",3,"household (cash transfers, VUP, other income)",0,0,0,0,0,325,EICV7_CS: module s9d5_financial_services,,,
s9d5q6,Main project activity that originally planned for loan,int8,"1=Investment in Farming, 2=To buy Livestock, 3= Poultry keeping, 4= Business/Trade, 5=Handcraft (Tailoring, Carpentry and other professions) …",6,"household (cash transfers, VUP, other income)",0,0,0,0,0,325,EICV7_CS: module s9d5_financial_services,,,
s9d5q7,Main project activity that originally planned for loan,int8,"1=Investment in Farming, 2=To buy Livestock, 3= Poultry keeping, 4= Business/Trade, 5=Handcraft (Tailoring, Carpentry and other professions) …",6,"household (cash transfers, VUP, other income)",0,0,0,0,0,325,EICV7_CS: module s9d5_financial_services,,,
s9d1q2,beneficiaries of direct support,string,,0,"household (cash transfers, VUP, other income)",6420,6900,14308,14419,14580,15054,EICV7_CS: module s9d5_financial_services,,,
quintile_s9d5_financial_services,Quintiles of real consumption per ae,int8,"1=Poor, 2=Poor/mid, 3=Mid, 4=Mid/upper, 5=Upper",5,,0,0,0,0,0,333,EICV7_CS: module s9d5_financial_services,,,
pov_jan_s9d5_financial_services,Total Poverty Headcount Ratio,int8,"0=Non Poor, 100=Poor",2,,0,0,0,0,0,333,EICV7_CS: module s9d5_financial_services,,,
poverty_s9d5_financial_services,Welfare Categories,int8,"1=Severaly Poor, 2=Moderately poor, 3=Non Poor",3,,0,0,0,0,0,333,EICV7_CS: module s9d5_financial_services,,,
epov_jan_s9d5_financial_services,Extreme Poverty Headcount Ratio,int8,"0=Non Extreme Poor, 100=Extreme Poor",2,,0,0,0,0,0,333,EICV7_CS: module s9d5_financial_services,,,
