variable,label,type,value_labels,n_value_labels,n_EICV1,n_EICV2,n_EICV3,n_EICV4_CS,n_EICV5_CS,n_EICV7_CS,source,versions,label_variants,value_label_conflicts
s1q5b,District of birth,int8,"11=Nyarugenge, 12=Gasabo, 13=Kicukiro, 21=Nyanza, 22=Gisagara …",30,0,0,0,0,0,60762,,,,
s1q7a,Absent during past 12 months,int8,"1=Yes, 2=No",2,0,0,0,0,0,62110,,,,
s1q7_v2,[EICV7_CS..EICV7_CS version] how many months has been away from this household d,int8,,0,0,0,0,0,0,7166,,"s1q7 (EICV2, EICV3, EICV4_CS, EICV5_CS), s1q7_v3 (EICV1)",,
s1q9_v2,[EICV7_CS..EICV7_CS version] Resident of another household in the last 12 months,int8,"1=Yes, 2=No",2,0,0,0,0,0,7167,,"s1q9 (EICV2, EICV3, EICV4_CS, EICV5_CS), s1q9_v3 (EICV1)",,
s1q10_v3,[EICV7_CS..EICV7_CS version] Will be resident in the household during the period,int8,"1=Yes, 2=No, 9=Don't know",3,0,0,0,0,0,62110,,"s1q10 (EICV3, EICV5_CS), s1q10_v2 (EICV2, EICV4_CS), s1q10_v4 (EICV1)",,
s1q12_v2,[EICV7_CS..EICV7_CS version] Father still alive,int8,"1=Yes,and residing in the household, 2=Yes,but residing in onother household, 3=No, 4=Don't know",4,0,0,0,0,0,27538,,"s1q12 (EICV3, EICV4_CS, EICV5_CS), s1q12_v3 (EICV2), s1q12_v4 (EICV1)",,
s2q4a,country  lived prior to current place,int16,"1=Nigeria, Nigerie, 2=Ethiopia, Ethiopie, 3=Egypt, Egypte, 4=DR Congo, RD Congo,DRC, RDC, 5=Tanzania, Tanzanie …",195,0,0,0,0,0,18102,,,,
s2q4b,District lived prior to current place,int8,"11=Nyarugenge, 12=Gasabo, 13=Kicukiro, 21=Nyanza, 22=Gisagara …",30,0,0,0,0,0,15741,,,,
s3q4,Suffer from an illness or injury over the last 4weeks,int8,"1=Yes, 2=No",2,0,0,0,0,0,62110,,"s3q4_v2 (EICV5_CS), s3q4_v3 (EICV4_CS)",,
s3q5a,why not consult any Medical profession,int8,"1=Mild illness, 2=Facility too far, 3=Facilities are costly, 4=No qualified staff present, 5=Facility was closed/destroyed …",9,0,0,0,0,0,4826,,,,
s3q10,Difficulty in remembering or concentrating,int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot do  at all",4,0,0,0,0,0,54439,,s3q10_v2 (EICV5_CS),,
s3q11,Difficulty communicating,int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot  do  at all",4,0,0,0,0,0,54439,,s3q11_v2 (EICV5_CS),,
s3q12,Difficulty in self-care (such as: washing all over or dressing),int8,"1=No, no difficulty, 2=Yes, some difficulty, 3=Yes, a lot of difficulty, 4=Yes, cannot do at all",4,0,0,0,0,0,54439,,,,
s4aq1a,Main reason of never attended school,int8,"1=Too young, 2=Too expensive, 3=Too far away, 4=Had to work (Home or Job), 5=Poor school quality …",16,0,0,0,0,0,9710,,,,
s4aq2a,years of school  complete successfully at that level?,int8,,0,0,0,0,0,0,51063,,,,
s4aq6c,Class attended in 2024/2025,int8,"0=Not in class, 1=P1, 2=P2, 3=P3, 4=P4 …",14,0,0,0,0,0,5336,,s4aq6c_v2 (EICV5_CS),,
s4aq6d,Cause of repeat the 2023 class in 2024,int8,"1=Failed year examinations, 2=Sickness, 3=Financial Problems, 4=Family Problems, 5=Other, specify",5,0,0,0,0,0,3219,,,,
s4aq8a,Highest class attended in last 12 months,int8,"1=P1, 2=P2, 3=P3, 4=P4, 5=P5 …",12,0,0,0,0,0,17993,,,,
s4aq8b,Boarding School,int8,"1=Yes, 2=No",2,0,0,0,0,0,4585,,,,
s4aq9_v2,[EICV7_CS..EICV7_CS version] Age when studying in the Reported class,int8,,0,0,0,0,0,0,17993,,"s4aq9 (EICV4_CS, EICV5_CS), s4aq9_v3 (EICV1)",,
s4aq10_v2,[EICV7_CS..EICV7_CS version] Reason for delaying start the school?,int8,"1=Too young to start school, 2=Drop out and come back to school, 3=Repetition, 4=Sickness/ Own health/disability, 5=Family member illness/disability …",12,0,0,0,0,0,10825,,"s4aq10 (EICV4_CS, EICV5_CS)",,
s4aq11,Type of school,int8,"1=Public, 2=Private, 3=Government subsidized",3,0,0,0,0,0,23094,,,,
s4aq14a,Registration and school fees,int32,0=Zero,1,0,0,0,0,0,21431,,,,
s4aq14b,Parent contributions,int32,0=Zero,1,0,0,0,0,0,21431,,,,
s4aq14c,School uniforms,int32,0=Zero,1,0,0,0,0,0,21431,,,,
s4aq14d,Books and school supplies,int32,0=Zero,1,0,0,0,0,0,21431,,,,
s4aq14e,Transport to and from school,int32,0=Zero,1,0,0,0,0,0,21431,,,,
s4aq14f,Room and board (or board only),int32,0=Zero,1,0,0,0,0,0,21431,,,,
s4aq14g,Other schooling expenditures,int32,0=Zero,1,0,0,0,0,0,21431,,,,
s4aq14h,Total education expenses (non-distributed option),double,0=Zero,1,0,0,0,0,0,1663,,,,
s4aq15_v2,[EICV7_CS..EICV7_CS version] Responsible for payment of majority of school relat,int8,"1=Father, 2=Mother, 3=Both parents, 4=Other household members, 5=Other relatives …",11,0,0,0,0,0,22862,,"s4aq15 (EICV4_CS, EICV5_CS)",,
s4aq15a,school feeding,int8,"1=Yes, 2=No",2,0,0,0,0,0,17993,,,,
s4aq16_v2,[EICV7_CS..EICV7_CS version] Absence at school in last 7 days,int8,"1=Yes, 2=No, 3=In holidays",3,0,0,0,0,0,17993,,"s4aq16 (EICV4_CS, EICV5_CS)",,
s4aq17_v2,[EICV7_CS..EICV7_CS version] School days not attend last week,int8,,0,0,0,0,0,0,2986,,"s4aq17 (EICV4_CS, EICV5_CS)",,
s4aq18,Primary cause of not attending school,int8,"1= Dropped out, 2= Poor health, 3= Hunger, 4=Financial Reasons, 5=Family circumstances …",10,0,0,0,0,0,2986,,,,
s4aq19,Year of lefting school,int16,,0,0,0,0,0,0,12211,,,,
s4aq20,Reason for leaving school,int8,"1=School Cost, 2=Work, 3=Marriage, 4=Orphaned/Death of parent(s), 5=Excluded …",20,0,0,0,0,0,12618,,,,
s4bq5,Can read proposed a sentence,int8,"1=Can not read at all, 2=Can only read a part of the sentence, 3=Can read a whole sentence, 4=His/her language is not in the proposed languages, 5=Can not read due to disability …",6,0,0,0,0,0,37046,,"s4bq5_v2 (EICV5_CS), s4bq5_v3 (EICV4_CS), s4bq5_v4 (EICV3), s4bq5_v5 (EICV1)",,
s4bq6,Able to write a simple note,int8,"1=Yes, 2=No",2,0,0,0,0,0,37046,,"s4bq6_v2 (EICV5_CS), s4bq6_v3 (EICV4_CS), s4bq6_v4 (EICV3), s4bq6_v5 (EICV1)",,
s4bq7,Able to do a written calculation,int8,"1=Yes, 2=No",2,0,0,0,0,0,46500,,"s4bq7_v2 (EICV5_CS), s4bq7_v3 (EICV4_CS), s4bq7_v4 (EICV3)",,
s4bq9,Phone functionalities. Owned by ...,int8,"1=Yes, radio only, 2=Yes, internet only, 3=Yes, radio and internet, 4=None",4,0,0,0,0,0,23240,,s4bq9_v2 (EICV1),,
s4bq10,type of phone do you own?,int8,"1=Basic phone, 2=Smart phone, 3=Both type",3,0,0,0,0,0,23240,,s4bq10_v2 (EICV3),,
s4bq11,reasons for not having a smartphone,int8,"1=No need, 2=Too expensive, 3=Don?t know how to use it",3,0,0,0,0,0,15532,,s4bq11_v2 (EICV1),,
s4bq12,Why does not have a mobile telephone,int8,"1=No mobile coverage, 2=Can?t afford it, 3=Don?t know how to use it, 4=Stolen, 5=Broken …",7,0,0,0,0,0,23260,,,,
s4bq13a,Own a computer,int8,"1=Yes, 2=No",2,0,0,0,0,0,46500,,s4bq13a_v2 (EICV1),,
s4bq13b,Computer literacy,int8,"1=Yes, 2=No, 3=Not literate",3,0,0,0,0,0,46500,,s4bq13b_v2 (EICV1),,
s4bq13c,How often did use a computer in the last three months?,int8,"1=Never, 2=Every day/Almost every day, 3=At least once a week, 4=At least once a month (Not every week), 5=At least once in three Month (Not every month)",5,0,0,0,0,0,4922,,,,
s4bq14a,Copying or moving a file or a folder,int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq14b,Using copy and paste tools to duplicate or move information,int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq14c,Sending e-mails with attached files,int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq14d,Using basic arithmetic formula in a spreadsheet,int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq14e,Connecting and installing new devices,int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq14f,"Finding, downloading, installing and configuring software",int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq14g,Creating electronic presentations with presentation software,int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq14h,Transferring files between a computer and other devices,int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq14i,Writing a computer program using a specialized programming language,int8,"1=Yes, 2=No",2,0,0,0,0,0,2967,,,,
s4bq15,Used of internet in the last 3 months,int8,"1=Yes, 2=No",2,0,0,0,0,0,42221,,s4bq15_v2 (EICV1),,
s4bq16,Reason for not using internet in the last three months?,int8,"1=No interested, 2=Too expensive, 3=No time/too busy, 4=I don?t know internet, 5=Does not have internet connection …",6,0,0,0,0,0,33840,,s4bq16_v2 (EICV1),,
s4bq17,How often did use the internet in the last three months?,int8,"1=At least once a day, 2=At least once a week, 3=At least once a month, 4=At least once in three months",4,0,0,0,0,0,8381,,s4bq17_v2 (EICV1),,
s4bq18,Use of the internet in the last three months for finding information about goods,int8,"1=Yes, 2=No",2,0,0,0,0,0,8381,,,,
s4bq19,Use of internet in the last three months for reading or downloading online news/,int8,"1=Yes, 2=No",2,0,0,0,0,0,8381,,s4bq19_v2 (EICV1),,
s4bq20,Use of the internet in the last three months for obtaining information from webs,int8,"1=Yes, 2=No",2,0,0,0,0,0,8381,,s4bq20_v2 (EICV1),,
s4bq21,Use of the internet in the last three months for seeking health information,int8,"1=Yes, 2=No",2,0,0,0,0,0,8381,,,,
s4bq22,Use of internet on social media in the last 3 months,int8,"1=Yes, 2=No, 3=Don't know",3,0,0,0,0,0,8381,,s4bq22_v2 (EICV1),,
s4bq23a,Use only USSD code  to access E-services or information,int8,"1=Yes, 2=No",2,0,0,0,0,0,8163,,s4bq23a_v2 (EICV1),,
s4bq23b,Use application based system  to access E-services or information,int8,"1=Yes, 2=No",2,0,0,0,0,0,8163,,s4bq23b_v2 (EICV1),,
s4bq23c,Use mobile financial services(MOMO/AIRTEL MONEY/MOCASH/PUSH AND PULL),int8,"1=Yes, 2=No",2,0,0,0,0,0,8163,,,,
s4bq23d," Use any social media (whatsapp or facebook, or instagram or youtube or twitter",int8,"1=Yes, 2=No",2,0,0,0,0,0,8163,,,,
s4bq23e,Access information through web browser,int8,"1=Yes, 2=No",2,0,0,0,0,0,8163,,,,
s4bq23f,Access IREMBO services,int8,"1=Yes, 2=No",2,0,0,0,0,0,8163,,,,
s4bq23g,Use any E-commerce plaforms,int8,"1=Yes, 2=No",2,0,0,0,0,0,8163,,,,
s4bq23h,Access E-learning platforms,int8,"1=Yes, 2=No",2,0,0,0,0,0,8163,,,,
s4bq25,Use the internet from  in the last 3 months,int8,"1=Home, 2=Workplace, 3=Place of education, 4=Other person?s home person?s home, 5=Community internet access facility …",8,0,0,0,0,0,8163,,s4bq25_v2 (EICV1),,
s4bq26,Type of device used in accessing social media in the last three months,int8,"1=Mudasobwa(Desktop/Laptop), 2=Simatifone(Smart Phone), 3=Ayipadi/tabureti(iPad/Tablet, 4=Other (Specify)",4,0,0,0,0,0,8163,,s4bq26_v2 (EICV1),,
s6aq3_v2,[EICV7_CS..EICV7_CS version] products obtained from this agricultural  activity,int8,"1=Only for sale/barter, 2=Mainly for sale/barter, 3=Mainly for family use, 4=Only for family use",4,0,0,0,0,0,18957,,"s6aq3 (EICV3, EICV4_CS), s6aq3_v3 (EICV5_CS), s6aq3_v4 (EICV2)",,
s6aq5_v2,[EICV7_CS..EICV7_CS version] Worked for salary or wages in non-farm sector,int8,"1=Yes, 2=No",2,0,0,0,0,0,52900,,"s6aq5 (EICV3, EICV4_CS, EICV5_CS), s6aq5_v3 (EICV2)",,
s6aq6_v2,[EICV7_CS..EICV7_CS version] Run a non-farm business for cash or profit,int8,"1=Yes, 2=No",2,0,0,0,0,0,52900,,"s6aq6 (EICV3, EICV5_CS), s6aq6_v3 (EICV4_CS), s6aq6_v4 (EICV2)",,
s6aq7,Worked in a non-fam business,int8,"1=Yes, 2=No",2,0,0,0,0,0,52900,,s6aq7_v2 (EICV3),,
s6aq8_v2,[EICV7_CS..EICV7_CS version] work as an unpaid trainee worker or as a volunteer,int8,"1=Yes, 2=No",2,0,0,0,0,0,52900,,"s6aq8 (EICV4_CS, EICV5_CS)",,
s6aq9,"any economic activity (job, business or agriculture) from which he/she was tempo",int8,"1=Yes, 2=No",2,0,0,0,0,0,22389,,s6aq9_v2 (EICV5_CS),,
s6aq10,Main reason not working over the last 7 days,int8,"1=Sick leave due to own illness or injury, 2=Public holidays, vacation or annual leave, 3=Maternity or paternity leave as specified by legislation, 4=Educational leave, 5=Parental leave/ Care for others and other personal absences …",10,0,0,0,0,0,893,,,,
s6aq11,Receiving an income from his/her economic activity during absence?,int8,"1=Yes, 2=No",2,0,0,0,0,0,450,,,,
s6aq12,to work for a period less than 3 months?,int8,"1=Yes, 2=No, 9=Do not know",3,0,0,0,0,0,361,,,,
s6bq1_v2,[EICV7_CS..EICV7_CS version] Hours usually work in the all economic activities o,int16,,0,0,0,0,0,0,31289,,"s6bq1 (EICV2, EICV3)",,
s6bq2_v2,[EICV7_CS..EICV7_CS version] Hours  actually work in all economic activities las,int16,,0,0,0,0,0,0,31289,,"s6bq2 (EICV2, EICV3)",,
s6bq3, ISCO level 1,int8,"1=Managers, 2= Professionals, 3=Technicians and associate professionals, 4=Clerical Support Workers, 5=Service and Sales Workers …",9,0,0,0,0,0,30353,,"s6bq3_v2 (EICV3), s6bq3_v3 (EICV2)",,
s6bq4_v2,[EICV7_CS..EICV7_CS version]  ISIC level 1,int8,"1=A:Agriculture, Forestry and Fishing, 2=B:Mining and Quarrying, 3=C:Manufacturing, 4=D: Electricity, Gas and Air Conditioning Supply, 5=E: Water Supply,Gas, and Remediation Services …",21,0,0,0,0,0,31289,,"s6bq4 (EICV2, EICV3)",,
s6bq5,What is [NAME]?s institutional sector of the main economic activity?,int8,"1=Public institution/enterprise, 2=Mixed public and private enterprise, 3=Private in non-agriculture activities, 4=Private in agriculture activities, 5=VUP …",9,0,0,0,0,0,31289,,"s6bq5_v2 (EICV3), s6bq5_v3 (EICV2)",,
s6bq6,perform this main economic activity overnight from 6pm to 6 am?,int8,"1=Yes, 6-7h pm., 2=Yes, 7-8h pm, 3=Yes, 8pm-6am, 4=No",4,0,0,0,0,0,2157,,,,
s6bq7_v2,[EICV7_CS..EICV7_CS version] What is [NAME]?s status in economic activity,int8,"1=Employee, 2=Paid apprentice/Internee, 3=Employer (with regular employees), 4=Own account worker (without regular employees), 5=Member of cooperative …",8,0,0,0,0,0,31289,,"s6bq7 (EICV2, EICV3)",,
s6bq8_v2,[EICV7_CS..EICV7_CS version] Nature of [names]s? economic activity contract?,int8,"1=Permanent worker, 2=Fixed-term contract, 3=Casual worker, 4=Seasonal worker, 5=Daily worker …",6,0,0,0,0,0,12008,,"s6bq8 (EICV2, EICV3)",,
s6bq9a,usually earn in this main job (Amount),int32,,0,0,0,0,0,0,16383,,s6bq9a_v2 (EICV2),,
s6bq9b,usually earn in this main job (Unit),int8,"1=HOUR, 2=DAY, 3=WEEK, 4=FORTNIGHT...4, 5=MONTH. …",7,0,0,0,0,0,16383,,s6bq9b_v2 (EICV2),,
s6cq1,"Over the last 7 days, fetch water for the household?",int8,"1=Yes, 2=No",2,0,0,0,0,0,18138,,s6cq1_v2 (EICV2),,
s6cq2,Number of hours spend fetching water over the last 7 days,int8,,0,0,0,0,0,0,12237,,s6cq2_v2 (EICV2),,
s6cq3,"Over the last 7 days,   forage for firewood for the household",int8,"1=Yes, 2=No",2,0,0,0,0,0,18138,,s6cq3_v2 (EICV2),,
s6cq4,How many hours    spend foraging for wood over the last 7 days,int8,,0,0,0,0,0,0,6080,,s6cq4_v2 (EICV2),,
s6cq5,"Over the last 7 days, searching for  fodder or grazing for the household?s anima",int8,"1=Yes, 2=No",2,0,0,0,0,0,18138,,s6cq5_v2 (EICV2),,
s6cq6,How many hours spend  caring for or searching for fodder over the last 7 days?,int8,,0,0,0,0,0,0,5656,,s6cq6_v2 (EICV2),,
s6cq7,"Over the last 7 days, did go to the market for the household for shopping?",int8,"1=Yes, 2=No",2,0,0,0,0,0,18138,,s6cq7_v2 (EICV2),,
s6cq8,How many hours did spend going to market for shopping the last 7 days (to and fr,int8,,0,0,0,0,0,0,2315,,s6cq8_v2 (EICV2),,
s6cq9,"Over the last 7 days, did cook for the household?",int8,"1=Yes, 2=No",2,0,0,0,0,0,18138,,s6cq9_v2 (EICV2),,
s6cq10,How many hours did spend cooking over the last 7 days?,int8,,0,0,0,0,0,0,6685,,s6cq10_v2 (EICV2),,
s6cq11,"Over the last 7 days, did spend any time on other household chores such as laund",int8,"1=Yes, 2=No",2,0,0,0,0,0,18138,,,,
s6cq12,How many hours did spend on other household chores over the last 7 days?,int8,,0,0,0,0,0,0,8875,,,,
strata_id,strata_id,int16,,0,0,0,0,0,0,62110,EICV7_CS: module s8c_food_away_from_home,,,
epov_jan,Extreme Poverty,int8,"0=Non Extreme Poor, 100=Extreme Poor",2,0,0,0,0,0,62110,EICV7_CS: module s8c_food_away_from_home,,,
pov_jan,Poverty Rate,int8,"0=Non Poor, 100=Poor",2,0,0,0,0,0,62110,EICV7_CS: module s8c_food_away_from_home,,,
quintile_v2,[EICV7_CS..EICV7_CS version] Quintiles of real consumption per ae,int8,"1=Q1, 2=Q2, 3=Q3, 4=Q4, 5=Q5",5,0,0,0,0,0,62110,,"quintile (EICV3, EICV4_CS, EICV5_CS)",,
ed_foodgov,Gvt Contribution to School feeding,int16,,0,0,0,0,0,0,62110,,,,
s8cq2_v2,[EICV7_CS..EICV7_CS version] Consumed any food away from home Since my last visi,int8,"1=Yes, 2=No",2,0,0,0,0,0,62110,EICV7_CS: module s8c_food_away_from_home,,,
s8cq4_v2,[EICV7_CS..EICV7_CS version] Amount pay for breakfast away from home (Visit2),int16,,0,0,0,0,0,0,1535,EICV7_CS: module s8c_food_away_from_home,,,
s8cq5_v2,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,1536,EICV7_CS: module s8c_food_away_from_home,,,
s8cq6_v2,[EICV7_CS..EICV7_CS version] Amount paid for lunch away from home (Visit2),int16,,0,0,0,0,0,0,5714,EICV7_CS: module s8c_food_away_from_home,,,
s8cq7_v2,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,5718,EICV7_CS: module s8c_food_away_from_home,,,
s8cq8_v2,[EICV7_CS..EICV7_CS version] Amount paid for dinner away from home (Visit2),int16,,0,0,0,0,0,0,2340,EICV7_CS: module s8c_food_away_from_home,,,
s8cq9_v2,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,2340,EICV7_CS: module s8c_food_away_from_home,,,
s8cq10_v2,[EICV7_CS..EICV7_CS version] Amount paid for food/snacks between meals away from,int16,,0,0,0,0,0,0,1651,EICV7_CS: module s8c_food_away_from_home,,,
s8cq11_v2,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,1652,EICV7_CS: module s8c_food_away_from_home,,,
s8cq12_v2,[EICV7_CS..EICV7_CS version] Amount paid for any hot beverage away from home (Vi,int16,,0,0,0,0,0,0,680,EICV7_CS: module s8c_food_away_from_home,,,
s8cq13_v2,[EICV7_CS..EICV7_CS version] Point Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,680,EICV7_CS: module s8c_food_away_from_home,,,
s8cq14_v2,[EICV7_CS..EICV7_CS version] Amount paid for any non-alcoholic drinks away from,int16,,0,0,0,0,0,0,2433,EICV7_CS: module s8c_food_away_from_home,,,
s8cq15_v2,[EICV7_CS..EICV7_CS version] Point service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,2433,EICV7_CS: module s8c_food_away_from_home,,,
s8cq16_v2,[EICV7_CS..EICV7_CS version] Amount paid for alcoholic drinks taken away from ho,int16,,0,0,0,0,0,0,2908,EICV7_CS: module s8c_food_away_from_home,,,
s8cq17_v2,[EICV7_CS..EICV7_CS version] Point service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,2908,EICV7_CS: module s8c_food_away_from_home,,,
s8cq2_v3,[EICV7_CS..EICV7_CS version] Consumed any food away from home Since my last visi,int8,"1=Yes, 2=No",2,0,0,0,0,0,62110,EICV7_CS: module s8c_food_away_from_home,,,
s8cq4_v3,[EICV7_CS..EICV7_CS version] Amount pay for breakfast away from home (Visit3),int16,,0,0,0,0,0,0,1729,EICV7_CS: module s8c_food_away_from_home,,,
s8cq5_v3,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,1731,EICV7_CS: module s8c_food_away_from_home,,,
s8cq6_v3,[EICV7_CS..EICV7_CS version] Amount paid for lunch away from home (Visit3),int32,,0,0,0,0,0,0,6729,EICV7_CS: module s8c_food_away_from_home,,,
s8cq7_v3,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,6730,EICV7_CS: module s8c_food_away_from_home,,,
s8cq8_v3,[EICV7_CS..EICV7_CS version] Amount paid for dinner away from home (Visit3),int16,,0,0,0,0,0,0,2981,EICV7_CS: module s8c_food_away_from_home,,,
s8cq9_v3,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,2981,EICV7_CS: module s8c_food_away_from_home,,,
s8cq10_v3,[EICV7_CS..EICV7_CS version] Amount paid for food/snacks between meals away from,int16,,0,0,0,0,0,0,1853,EICV7_CS: module s8c_food_away_from_home,,,
s8cq11_v3,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,1853,EICV7_CS: module s8c_food_away_from_home,,,
s8cq12_v3,[EICV7_CS..EICV7_CS version] Amount paid for any hot beverage away from home (Vi,int16,,0,0,0,0,0,0,739,EICV7_CS: module s8c_food_away_from_home,,,
s8cq13_v3,[EICV7_CS..EICV7_CS version] Point Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,739,EICV7_CS: module s8c_food_away_from_home,,,
s8cq14_v3,[EICV7_CS..EICV7_CS version] Amount paid for any non-alcoholic drinks away from,int16,,0,0,0,0,0,0,2843,EICV7_CS: module s8c_food_away_from_home,,,
s8cq15_v3,[EICV7_CS..EICV7_CS version] Point service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,2844,EICV7_CS: module s8c_food_away_from_home,,,
s8cq16_v3,[EICV7_CS..EICV7_CS version] Amount paid for alcoholic drinks taken away from ho,int16,,0,0,0,0,0,0,3399,EICV7_CS: module s8c_food_away_from_home,,,
s8cq17_v3,[EICV7_CS..EICV7_CS version] Point service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,3399,EICV7_CS: module s8c_food_away_from_home,,,
s8cq2_v4,[EICV7_CS..EICV7_CS version] Consumed any food away from home Since my last visi,int8,"1=Yes, 2=No",2,0,0,0,0,0,62110,EICV7_CS: module s8c_food_away_from_home,,,
s8cq4_v4,[EICV7_CS..EICV7_CS version] Amount pay for breakfast away from home (Visit4),int16,,0,0,0,0,0,0,1625,EICV7_CS: module s8c_food_away_from_home,,,
s8cq5_v4,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,1625,EICV7_CS: module s8c_food_away_from_home,,,
s8cq6_v4,[EICV7_CS..EICV7_CS version] Amount paid for lunch away from home (Visit4),int32,,0,0,0,0,0,0,6750,EICV7_CS: module s8c_food_away_from_home,,,
s8cq7_v4,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,6752,EICV7_CS: module s8c_food_away_from_home,,,
s8cq8_v4,[EICV7_CS..EICV7_CS version] Amount paid for dinner away from home (Visit4),int16,,0,0,0,0,0,0,3004,EICV7_CS: module s8c_food_away_from_home,,,
s8cq9_v4,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,3003,EICV7_CS: module s8c_food_away_from_home,,,
s8cq10_v4,[EICV7_CS..EICV7_CS version] Amount paid for food/snacks between meals away from,int16,,0,0,0,0,0,0,1627,EICV7_CS: module s8c_food_away_from_home,,,
s8cq11_v4,[EICV7_CS..EICV7_CS version] Point of Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,1627,EICV7_CS: module s8c_food_away_from_home,,,
s8cq12_v4,[EICV7_CS..EICV7_CS version] Amount paid for any hot beverage away from home (Vi,int16,,0,0,0,0,0,0,609,EICV7_CS: module s8c_food_away_from_home,,,
s8cq13_v4,[EICV7_CS..EICV7_CS version] Point Service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,609,EICV7_CS: module s8c_food_away_from_home,,,
s8cq14_v4,[EICV7_CS..EICV7_CS version] Amount paid for any non-alcoholic drinks away from,int16,,0,0,0,0,0,0,2668,EICV7_CS: module s8c_food_away_from_home,,,
s8cq15_v4,[EICV7_CS..EICV7_CS version] Point service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,2669,EICV7_CS: module s8c_food_away_from_home,,,
s8cq16_v4,[EICV7_CS..EICV7_CS version] Amount paid for alcoholic drinks taken away from ho,int16,,0,0,0,0,0,0,3414,EICV7_CS: module s8c_food_away_from_home,,,
s8cq17_v4,[EICV7_CS..EICV7_CS version] Point service,int8,"1=Resitora/Cafetariat, 2=Butike/Cantine, 3=Bar, 4=In another Household, 5=Other",5,0,0,0,0,0,3414,EICV7_CS: module s8c_food_away_from_home,,,
